,Time,US dollar,Euro,Korean won
7735,2008-08-22,286.31,226.93,252.96
7736,2008-08-25,286.31,227.51,256.88
7737,2008-08-26,287.35,230.33,260.34
7738,2008-08-27,287.35,229.43,259.02
7739,2008-08-28,291.26,232.32,262.01
7740,2008-08-29,289.44,230.86,262.09
7741,2008-09-01,285.7,229.96,265.17
7742,2008-09-02,277.45,224.36,261.59
7743,2008-09-03,279.19,226.75,266.66
7744,2008-09-04,279.97,228.56,262.82
7745,2008-09-05,280.92,231.27,261.17
7746,2008-09-08,280.75,232.08,252.41
7747,2008-09-09,271.63,225.69,248.79
7748,2008-09-10,269.54,225.2,245.5
7749,2008-09-11,257.38,217.09,237.45
7750,2008-09-12,260.68,215.97,240.43
7751,2008-09-15,269.28,222.86,248.36
7752,2008-09-16,270.85,225.23,261.16
7753,2008-09-17,282.49,233.72,262.23
7754,2008-09-18,299.86,244.94,287.77
7755,2008-09-19,301.95,246.11,286.38
7756,2008-09-22,308.9,247.83,292.96
7757,2008-09-23,312.37,249.09,298.28
7758,2008-09-24,311.33,249.3,298.85
7759,2008-09-25,308.72,247.15,297.44
7760,2008-09-26,313.41,251.97,302.62
7761,2008-09-29,314.45,255.82,310.87
7762,2008-09-30,307.33,256.93,308.47
7763,2008-10-01,305.77,256.44,301.93
7764,2008-10-02,296.04,251.87,301.27
7765,2008-10-03,287.7,244.68,292.78
7766,2008-10-06,304.2,264.63,321.03
7767,2008-10-07,304.64,262.32,336.56
7768,2008-10-08,313.93,270.16,364.19
7769,2008-10-09,306.98,264.11,352.73
7770,2008-10-10,312.89,272.05,340.24
7771,2008-10-13,288.92,249.71,298.03
7772,2008-10-14,289.26,249.19,290.53
7773,2008-10-15,294.3,254.46,303.09
7774,2008-10-16,278.84,244.27,318.48
7775,2008-10-17,272.59,237.96,302.51
7776,2008-10-20,276.23,243.76,302.08
7777,2008-10-21,268.24,238.88,294.5
7778,2008-10-22,258.51,235.2,292.92
7779,2008-10-23,250.17,228.03,293.11
7780,2008-10-24,247.57,228.27,293.19
7781,2008-10-27,253.82,239.43,304.42
7782,2008-10-28,253.82,238.93,309.84
7783,2008-10-29,265.46,242.57,315.08
7784,2008-10-30,262.42,239.81,272.78
7785,2008-10-31,253.91,235.14,272.59
7786,2008-11-03,253.47,233.29,266.08
7787,2008-11-04,257.56,233.24,275.92
7788,2008-11-05,261.9,235.54,275.62
7789,2008-11-06,262.16,240.8,290.06
7790,2008-11-07,255.47,234.64,282.14
7791,2008-11-10,261.64,239.69,288.55
7792,2008-11-11,254.95,238.63,281.97
7793,2008-11-12,251.82,236.15,284.7
7794,2008-11-13,247.92,231.63,286.84
7795,2008-11-14,259.73,240.56,302.38
7796,2008-11-17,255.04,236.9,298.73
7797,2008-11-18,256.43,238.14,308.89
7798,2008-11-19,264.77,245.71,318.57
7799,2008-11-20,256.43,240.45,319.44
7800,2008-11-21,269.11,252.62,334.5
7801,2008-11-24,285.79,261.6,360.62
7802,2008-11-25,285.09,257.77,356.2
7803,2008-11-26,282.31,257.14,347.05
7804,2008-11-27,282.84,257.96,347.27
7805,2008-11-28,283.01,261.91,345.73
7806,2008-12-01,270.33,252.03,323.83
7807,2008-12-02,271.02,250.27,330.08
7808,2008-12-03,266.24,246.37,325.36
7809,2008-12-04,268.68,247.69,330.18
7810,2008-12-05,260.25,241.08,319.39
7811,2008-12-08,266.59,242.13,321.03
7812,2008-12-09,266.77,242.93,321.12
7813,2008-12-10,278.75,252.04,323.13
7814,2008-12-11,287.61,255.27,324.9
7815,2008-12-12,287.18,252.21,327.78
7816,2008-12-15,287.0,246.52,326.16
7817,2008-12-16,291.26,248.56,326.88
7818,2008-12-17,302.29,247.79,333.01
7819,2008-12-18,297.17,241.02,318.61
7820,2008-12-19,290.39,244.76,311.52
7821,2008-12-22,295.0,248.83,321.26
7822,2008-12-23,293.09,246.86,325.93
7823,2008-12-24,293.09,246.07,318.51
7824,2008-12-25,293.09,246.07,318.51
7825,2008-12-26,293.09,244.89,316.74
7826,2008-12-29,305.85,252.29,321.75
7827,2008-12-30,302.21,250.9,316.54
7828,2008-12-31,302.21,255.3,316.54
7829,2009-01-01,302.21,255.3,316.54
7830,2009-01-02,303.86,256.08,334.05
7831,2009-01-05,296.56,255.44,324.0
7832,2009-01-06,294.74,258.63,321.75
7833,2009-01-07,294.82,253.68,316.94
7834,2009-01-08,297.34,254.53,329.55
7835,2009-01-09,294.39,255.9,328.72
7836,2009-01-12,287.35,252.73,324.69
7837,2009-01-13,287.18,255.95,323.36
7838,2009-01-14,285.44,254.63,319.91
7839,2009-01-15,281.45,252.99,325.83
7840,2009-01-16,289.7,256.73,327.1
7841,2009-01-19,289.44,258.43,327.97
7842,2009-01-20,296.47,269.62,338.88
7843,2009-01-21,295.08,269.13,337.13
7844,2009-01-22,298.82,270.76,342.43
7845,2009-01-23,304.29,279.37,351.97
7846,2009-01-26,316.28,282.81,365.83
7847,2009-01-27,311.85,278.03,360.71
7848,2009-01-28,311.07,276.23,355.97
7849,2009-01-29,310.02,278.35,355.46
7850,2009-01-30,319.49,292.77,366.55
7851,2009-02-02,319.06,292.59,368.89
7852,2009-02-03,314.28,284.58,363.21
7853,2009-02-04,314.45,286.65,360.5
7854,2009-02-05,319.67,292.39,368.02
7855,2009-02-06,317.23,289.85,365.09
7856,2009-02-09,310.98,279.42,357.1
7857,2009-02-10,316.1,284.7,363.58
7858,2009-02-11,325.92,296.65,377.61
7859,2009-02-12,327.74,301.26,382.73
7860,2009-02-13,325.05,295.68,379.62
7861,2009-02-16,327.48,300.51,388.69
7862,2009-02-17,336.34,314.1,407.04
7863,2009-02-18,334.95,313.9,409.05
7864,2009-02-19,340.69,315.25,419.73
7865,2009-02-20,343.64,319.87,430.37
7866,2009-02-23,342.51,315.87,423.69
7867,2009-02-24,341.99,314.97,431.34
7868,2009-02-25,339.99,314.48,428.67
7869,2009-02-26,325.4,299.69,410.72
7870,2009-02-27,330.79,305.85,421.84
7871,2009-03-02,325.66,303.76,425.36
7872,2009-03-03,317.49,296.74,409.79
7873,2009-03-04,315.67,295.17,407.23
7874,2009-03-05,317.23,296.88,413.66
7875,2009-03-06,325.23,301.66,419.33
7876,2009-03-09,320.97,298.29,413.22
7877,2009-03-10,313.24,288.46,393.6
7878,2009-03-11,312.54,287.33,382.26
7879,2009-03-12,321.49,295.0,400.03
7880,2009-03-13,322.45,293.73,397.73
7881,2009-03-16,319.49,288.68,382.62
7882,2009-03-17,318.1,287.98,372.64
7883,2009-03-18,310.37,278.01,366.66
7884,2009-03-19,332.35,284.26,386.09
7885,2009-03-20,331.48,286.95,389.4
7886,2009-03-23,329.83,285.47,381.86
7887,2009-03-24,320.97,278.71,369.23
7888,2009-03-25,322.79,279.96,365.68
7889,2009-03-26,326.01,282.33,360.78
7890,2009-03-27,321.06,283.34,359.97
7891,2009-03-30,322.45,287.62,373.11
7892,2009-03-31,318.45,281.66,366.32
7893,2009-04-01,321.23,285.16,368.58
7894,2009-04-02,311.94,272.5,346.18
7895,2009-04-03,314.45,275.07,350.67
7896,2009-04-06,302.38,264.87,329.22
7897,2009-04-07,305.68,270.45,336.52
7898,2009-04-08,305.77,271.4,344.48
7899,2009-04-09,305.94,272.02,336.46
7900,2009-04-10,305.94,272.02,336.46
7901,2009-04-13,305.94,269.73,338.25
7902,2009-04-14,308.37,273.17,339.34
7903,2009-04-15,309.59,275.89,344.54
7904,2009-04-16,305.94,272.39,338.83
7905,2009-04-17,302.47,272.3,334.98
7906,2009-04-20,304.73,276.95,338.37
7907,2009-04-21,308.81,279.91,346.49
7908,2009-04-22,307.85,277.78,345.17
7909,2009-04-23,311.85,280.69,349.61
7910,2009-04-24,315.32,279.43,352.19
7911,2009-04-27,315.32,282.06,352.26
7912,2009-04-28,309.59,278.0,349.35
7913,2009-04-29,312.11,276.25,347.99
7914,2009-04-30,306.9,271.97,327.44
7915,2009-05-01,307.33,272.32,327.91
7916,2009-05-04,307.33,270.48,325.29
7917,2009-05-05,316.19,278.16,334.66
7918,2009-05-06,316.19,279.18,335.82
7919,2009-05-07,316.97,277.49,332.71
7920,2009-05-08,315.15,274.45,326.84
7921,2009-05-11,317.23,273.47,326.56
7922,2009-05-12,318.62,274.2,329.32
7923,2009-05-13,321.06,277.16,332.19
7924,2009-05-14,321.49,277.83,338.76
7925,2009-05-15,322.97,278.97,337.54
7926,2009-05-18,320.01,278.53,335.21
7927,2009-05-19,321.32,277.21,333.81
7928,2009-05-20,326.44,278.14,339.65
7929,2009-05-21,325.75,277.83,338.24
7930,2009-05-22,333.48,279.93,346.0
7931,2009-05-25,333.48,279.57,346.3
7932,2009-05-26,328.35,275.68,344.85
7933,2009-05-27,330.44,278.57,348.85
7934,2009-05-28,332.78,280.29,347.77
7935,2009-05-29,338.95,281.2,353.78
7936,2009-06-01,341.12,282.96,350.98
7937,2009-06-02,340.51,279.66,350.96
7938,2009-06-03,339.38,280.89,348.05
7939,2009-06-04,337.3,279.16,350.69
7940,2009-06-05,334.26,280.21,345.52
7941,2009-06-08,327.92,277.86,341.53
7942,2009-06-09,332.18,278.53,349.4
7943,2009-06-10,331.39,277.84,343.68
7944,2009-06-11,329.22,274.74,342.98
7945,2009-06-12,325.66,273.23,339.57
7946,2009-06-15,323.92,274.95,339.92
7947,2009-06-16,324.53,274.36,339.17
7948,2009-06-17,323.31,273.84,338.75
7949,2009-06-18,326.79,274.86,344.14
7950,2009-06-19,324.97,274.01,342.76
7951,2009-06-22,319.41,270.23,338.49
7952,2009-06-23,319.93,268.19,343.39
7953,2009-06-24,324.36,271.46,346.17
7954,2009-06-25,325.66,275.02,349.05
7955,2009-06-26,327.31,273.19,349.66
7956,2009-06-29,325.05,271.51,347.56
7957,2009-06-30,324.7,271.84,344.0
7958,2009-07-01,326.01,270.92,343.64
7959,2009-07-02,322.97,270.56,340.96
7960,2009-07-03,324.01,271.73,341.09
7961,2009-07-06,321.23,270.96,338.81
7962,2009-07-07,321.06,269.27,339.96
7963,2009-07-08,318.97,269.5,338.49
7964,2009-07-09,316.8,266.14,336.95
7965,2009-07-10,317.23,267.21,338.38
7966,2009-07-13,315.67,265.75,345.07
7967,2009-07-14,321.32,270.59,345.49
7968,2009-07-15,325.92,271.74,346.57
7969,2009-07-16,324.88,270.29,341.94
7970,2009-07-17,325.75,271.09,341.19
7971,2009-07-20,331.05,273.52,344.18
7972,2009-07-21,329.31,271.82,341.95
7973,2009-07-22,329.48,272.32,341.95
7974,2009-07-23,330.09,272.05,342.79
7975,2009-07-24,330.61,273.4,343.55
7976,2009-07-27,331.83,274.01,343.33
7977,2009-07-28,328.09,271.73,337.49
7978,2009-07-29,323.49,270.15,333.58
7979,2009-07-30,324.01,270.57,333.21
7980,2009-07-31,326.27,270.24,333.24
7981,2009-08-03,333.48,271.64,338.94
7982,2009-08-04,333.74,272.21,337.99
7983,2009-08-05,333.74,272.42,339.89
7984,2009-08-06,334.95,273.79,340.53
7985,2009-08-07,332.18,274.54,338.35
7986,2009-08-10,328.35,272.24,335.36
7987,2009-08-11,327.57,272.01,337.54
7988,2009-08-12,329.13,271.95,341.16
7989,2009-08-13,331.31,272.19,340.88
7990,2009-08-14,331.31,273.3,341.39
7991,2009-08-17,324.1,270.47,338.76
7992,2009-08-18,324.88,270.5,336.83
7993,2009-08-19,327.66,270.61,342.2
7994,2009-08-20,326.79,269.57,338.84
7995,2009-08-21,330.96,271.76,343.94
7996,2009-08-24,330.61,271.12,340.94
7997,2009-08-25,330.26,270.67,342.82
7998,2009-08-26,326.79,269.65,338.41
7999,2009-08-27,327.66,270.44,340.26
8000,2009-08-28,332.0,271.24,343.53
8001,2009-08-31,332.0,271.68,344.81
8002,2009-09-01,331.83,272.43,342.41
8003,2009-09-02,335.22,276.47,348.39
8004,2009-09-03,341.56,281.3,353.97
8005,2009-09-04,343.64,283.51,354.77
8006,2009-09-07,345.03,282.62,353.95
8007,2009-09-08,347.72,281.33,356.56
8008,2009-09-09,347.29,279.68,354.31
8009,2009-09-10,344.25,277.56,350.55
8010,2009-09-11,350.33,281.53,355.95
8011,2009-09-14,347.2,278.68,353.73
8012,2009-09-15,346.07,278.38,350.72
8013,2009-09-16,352.94,282.18,355.51
8014,2009-09-17,353.89,281.85,354.67
8015,2009-09-18,351.63,280.47,353.21
8016,2009-09-21,346.42,277.56,346.95
8017,2009-09-22,352.33,279.69,352.68
8018,2009-09-23,351.03,278.9,348.63
8019,2009-09-24,350.85,280.14,348.84
8020,2009-09-25,344.51,275.38,339.81
8021,2009-09-28,344.6,276.61,342.73
8022,2009-09-29,343.82,277.61,339.07
8023,2009-09-30,345.99,277.96,339.01
8024,2009-10-01,349.11,281.54,342.09
8025,2009-10-02,348.68,280.35,341.66
8026,2009-10-05,349.37,280.47,341.02
8027,2009-10-06,360.93,287.4,351.29
8028,2009-10-07,361.45,289.1,351.85
8029,2009-10-08,363.1,288.81,352.47
8030,2009-10-09,365.36,290.73,353.84
8031,2009-10-12,367.88,291.7,357.86
8032,2009-10-13,367.44,291.05,357.24
8033,2009-10-14,368.14,290.11,356.63
8034,2009-10-15,366.05,287.73,351.72
8035,2009-10-16,363.97,287.3,352.32
8036,2009-10-19,365.01,286.82,355.49
8037,2009-10-20,368.92,289.92,357.5
8038,2009-10-21,366.14,286.65,359.11
8039,2009-10-22,365.88,286.29,362.0
8040,2009-10-23,368.92,288.47,362.4
8041,2009-10-26,366.23,287.83,358.67
8042,2009-10-27,360.15,285.36,354.62
8043,2009-10-28,358.5,285.15,356.44
8044,2009-10-29,361.54,286.5,359.54
8045,2009-10-30,361.36,287.61,355.28
8046,2009-11-02,369.01,292.44,362.88
8047,2009-11-03,368.66,294.95,362.3
8048,2009-11-04,378.74,299.79,371.21
8049,2009-11-05,378.39,298.45,371.17
8050,2009-11-06,381.08,300.92,369.96
8051,2009-11-09,384.56,300.93,371.24
8052,2009-11-10,382.73,300.27,369.8
8053,2009-11-11,387.51,303.6,373.26
8054,2009-11-12,387.33,305.63,372.95
8055,2009-11-13,383.6,302.58,370.13
8056,2009-11-16,392.63,307.82,377.09
8057,2009-11-17,394.28,311.99,378.46
8058,2009-11-18,399.24,313.21,382.83
8059,2009-11-19,394.54,311.82,379.67
8060,2009-11-20,396.11,313.31,381.83
8061,2009-11-23,406.36,318.55,390.54
8062,2009-11-24,404.19,317.54,388.83
8063,2009-11-25,409.92,319.75,393.2
8064,2009-11-26,410.96,322.01,394.85
8065,2009-11-27,405.32,317.79,396.18
8066,2009-11-30,408.53,319.54,395.04
8067,2009-12-01,414.35,322.37,400.09
8068,2009-12-02,421.3,328.17,404.26
8069,2009-12-03,420.0,326.89,403.48
8070,2009-12-04,413.57,326.18,396.53
8071,2009-12-07,396.98,314.37,380.72
8072,2009-12-08,398.45,317.55,382.75
8073,2009-12-09,396.46,315.73,382.94
8074,2009-12-10,392.11,312.81,380.05
8075,2009-12-11,390.55,313.65,378.07
8076,2009-12-14,390.46,312.89,375.7
8077,2009-12-15,389.85,314.5,376.5
8078,2009-12-16,395.24,318.34,382.9
8079,2009-12-17,388.12,317.65,380.23
8080,2009-12-18,383.77,315.66,375.32
8081,2009-12-21,384.12,315.12,378.02
8082,2009-12-22,376.65,310.78,369.63
8083,2009-12-23,377.08,308.96,371.17
8084,2009-12-24,377.08,308.43,368.52
8085,2009-12-25,377.08,308.43,368.52
8086,2009-12-28,377.08,307.71,366.97
8087,2009-12-29,384.29,313.25,374.29
8088,2009-12-30,377.87,310.28,365.92
8089,2009-12-31,377.87,309.27,365.92
8090,2010-01-01,377.87,309.27,365.92
8091,2010-01-04,389.68,316.93,374.22
8092,2010-01-05,390.29,317.91,370.17
8093,2010-01-06,392.63,320.47,370.9
8094,2010-01-07,392.72,321.9,370.9
8095,2010-01-08,391.5,320.93,368.16
8096,2010-01-11,400.63,323.41,373.11
8097,2010-01-12,400.02,323.07,373.84
8098,2010-01-13,391.68,317.03,366.57
8099,2010-01-14,395.5,320.88,368.66
8100,2010-01-15,391.94,320.32,366.03
8101,2010-01-18,394.2,321.81,368.61
8102,2010-01-19,393.68,323.7,369.09
8103,2010-01-20,389.25,323.82,368.34
8104,2010-01-21,385.08,321.73,364.2
8105,2010-01-22,376.65,313.04,360.55
8106,2010-01-25,380.56,315.69,364.02
8107,2010-01-26,379.86,317.32,367.51
8108,2010-01-27,380.39,318.13,367.02
8109,2010-01-28,378.04,318.0,362.04
8110,2010-01-29,374.74,316.6,362.04
8111,2010-02-01,377.52,319.04,367.29
8112,2010-02-02,386.03,324.92,372.32
8113,2010-02-03,387.51,327.06,370.37
8114,2010-02-04,376.39,320.75,360.25
8115,2010-02-05,367.62,315.78,357.64
8116,2010-02-08,369.7,316.87,360.29
8117,2010-02-09,372.22,318.23,360.18
8118,2010-02-10,371.61,318.56,358.56
8119,2010-02-11,373.96,322.75,359.81
8120,2010-02-12,375.96,324.38,360.03
8121,2010-02-15,381.6,329.61,365.44
8122,2010-02-16,387.51,332.11,371.12
8123,2010-02-17,388.81,334.38,369.38
8124,2010-02-18,388.46,334.79,371.65
8125,2010-02-19,386.64,336.01,373.15
8126,2010-02-22,387.51,334.82,369.72
8127,2010-02-23,384.64,332.84,367.25
8128,2010-02-24,383.25,330.75,367.57
8129,2010-02-25,380.3,330.24,367.81
8130,2010-02-26,385.08,331.35,371.43
8131,2010-03-01,387.07,337.23,373.36
8132,2010-03-02,391.42,338.97,375.13
8133,2010-03-03,394.89,338.73,376.47
8134,2010-03-04,394.2,340.2,375.45
8135,2010-03-05,394.37,340.32,374.08
8136,2010-03-08,391.16,336.45,368.4
8137,2010-03-09,387.68,335.19,365.78
8138,2010-03-10,389.33,334.59,366.25
8139,2010-03-11,383.6,329.43,361.6
8140,2010-03-12,384.38,328.12,360.68
8141,2010-03-15,383.69,330.05,362.05
8142,2010-03-16,390.81,333.57,368.11
8143,2010-03-17,389.77,333.14,365.78
8144,2010-03-18,390.11,336.8,367.79
8145,2010-03-19,384.12,333.44,361.84
8146,2010-03-22,381.25,330.89,360.03
8147,2010-03-23,382.73,332.12,361.88
8148,2010-03-24,379.0,333.42,358.62
8149,2010-03-25,379.78,334.24,360.83
8150,2010-03-26,380.99,333.92,360.81
8151,2010-03-29,384.82,335.45,363.33
8152,2010-03-30,384.64,336.53,361.5
8153,2010-03-31,387.6,336.38,364.69
8154,2010-04-01,390.38,338.63,365.64
8155,2010-04-02,390.38,338.63,365.64
8156,2010-04-05,390.38,339.41,364.58
8157,2010-04-06,393.59,345.34,367.65
8158,2010-04-07,396.8,349.18,369.82
8159,2010-04-08,398.89,350.7,372.6
8160,2010-04-09,400.45,349.75,372.35
8161,2010-04-12,402.62,347.44,373.06
8162,2010-04-13,398.97,345.45,372.9
8163,2010-04-14,400.89,345.47,370.78
8164,2010-04-15,401.15,347.24,369.47
8165,2010-04-16,400.1,347.84,369.38
8166,2010-04-19,394.81,344.29,367.18
8167,2010-04-20,397.76,346.98,369.79
8168,2010-04-21,397.15,348.22,365.86
8169,2010-04-22,393.94,347.78,363.09
8170,2010-04-23,395.93,348.0,365.07
8171,2010-04-26,401.15,353.55,368.34
8172,2010-04-27,399.41,352.24,368.76
8173,2010-04-28,403.41,358.77,375.33
8174,2010-04-29,405.4,359.46,375.87
8175,2010-04-30,409.75,361.87,377.67
8176,2010-05-03,409.75,365.21,381.14
8177,2010-05-04,411.74,370.99,381.9
8178,2010-05-05,404.79,369.49,375.46
8179,2010-05-06,411.83,380.51,390.82
8180,2010-05-07,417.74,387.77,401.39
8181,2010-05-10,415.74,380.24,391.38
8182,2010-05-11,424.77,393.06,401.18
8183,2010-05-12,429.99,398.2,408.94
8184,2010-05-13,429.99,401.82,403.38
8185,2010-05-14,429.64,406.06,404.0
8186,2010-05-17,429.46,408.84,412.07
8187,2010-05-18,422.78,401.23,403.14
8188,2010-05-19,415.22,395.24,402.24
8189,2010-05-20,414.18,394.31,411.39
8190,2010-05-21,409.92,383.35,407.16
8191,2010-05-24,412.44,391.28,416.5
8192,2010-05-25,416.35,399.34,433.18
8193,2010-05-26,421.13,404.67,438.55
8194,2010-05-27,420.78,402.87,428.28
8195,2010-05-28,419.56,399.54,416.82
8196,2010-05-31,419.56,401.53,419.39
8197,2010-06-01,426.6,407.69,431.39
8198,2010-06-02,422.17,406.3,426.91
8199,2010-06-03,422.17,406.2,420.51
8200,2010-06-04,418.17,407.99,417.89
8201,2010-06-07,422.17,415.55,433.6
8202,2010-06-08,432.94,425.51,444.15
8203,2010-06-09,428.6,417.43,445.21
8204,2010-06-10,423.04,410.35,440.06
8205,2010-06-11,423.91,411.62,439.28
8206,2010-06-14,425.21,406.71,432.21
8207,2010-06-15,425.64,406.1,434.55
8208,2010-06-16,428.94,408.97,431.92
8209,2010-06-17,432.59,411.16,436.59
8210,2010-06-18,436.41,413.86,436.43
8211,2010-06-21,435.89,413.46,424.84
8212,2010-06-22,429.46,410.62,422.18
8213,2010-06-23,426.16,408.88,420.91
8214,2010-06-24,429.55,409.57,424.66
8215,2010-06-25,435.72,416.26,440.36
8216,2010-06-28,438.15,417.19,437.95
8217,2010-06-29,428.94,413.62,434.19
8218,2010-06-30,432.24,414.39,439.24
8219,2010-07-01,428.77,404.26,438.11
8220,2010-07-02,417.48,389.04,426.76
8221,2010-07-05,419.74,393.33,426.91
8222,2010-07-06,415.22,385.52,422.19
8223,2010-07-07,414.61,385.4,421.62
8224,2010-07-08,414.7,384.05,417.08
8225,2010-07-09,420.0,390.39,417.69
8226,2010-07-12,418.87,390.84,418.66
8227,2010-07-13,422.52,391.62,425.98
8228,2010-07-14,419.39,386.89,419.34
8229,2010-07-15,419.74,382.28,419.72
8230,2010-07-16,413.22,374.65,413.55
8231,2010-07-19,410.35,371.61,414.84
8232,2010-07-20,411.05,374.65,412.19
8233,2010-07-21,414.0,379.28,414.67
8234,2010-07-22,416.78,379.18,417.29
8235,2010-07-23,413.66,378.96,412.47
8236,2010-07-26,411.22,373.3,407.34
8237,2010-07-27,405.84,367.03,398.73
8238,2010-07-28,402.02,362.73,395.88
8239,2010-07-29,403.93,362.5,398.5
8240,2010-07-30,406.18,366.12,399.62
8241,2010-08-02,412.96,367.78,402.68
8242,2010-08-03,412.61,366.47,401.99
8243,2010-08-04,416.78,372.36,405.02
8244,2010-08-05,414.35,369.86,401.96
8245,2010-08-06,419.65,370.74,405.46
8246,2010-08-09,418.0,370.6,403.24
8247,2010-08-10,414.35,371.78,402.72
8248,2010-08-11,418.87,381.3,411.83
8249,2010-08-12,421.47,385.33,415.74
8250,2010-08-13,421.91,388.25,415.36
8251,2010-08-16,425.12,388.65,419.73
8252,2010-08-17,425.99,388.69,416.67
8253,2010-08-18,423.21,386.63,413.3
8254,2010-08-19,428.6,391.19,417.98
8255,2010-08-20,425.12,393.54,418.4
8256,2010-08-23,425.99,395.24,418.66
8257,2010-08-24,424.6,393.13,420.59
8258,2010-08-25,429.99,399.88,427.66
8259,2010-08-26,429.81,396.22,425.36
8260,2010-08-27,429.12,396.19,426.89
8261,2010-08-30,429.12,397.19,425.39
8262,2010-08-31,432.94,400.02,431.64
8263,2010-09-01,433.11,396.73,426.72
8264,2010-09-02,433.81,397.12,425.93
8265,2010-09-03,431.03,393.51,421.17
8266,2010-09-06,433.98,395.7,422.67
8267,2010-09-07,436.67,402.93,427.34
8268,2010-09-08,436.07,401.78,425.28
8269,2010-09-09,436.07,402.0,423.39
8270,2010-09-10,433.11,399.66,419.88
8271,2010-09-13,432.16,394.33,417.21
8272,2010-09-14,439.72,397.92,424.81
8273,2010-09-15,440.24,396.77,425.21
8274,2010-09-16,442.15,396.3,428.19
8275,2010-09-17,442.67,398.47,427.24
8276,2010-09-20,444.49,398.92,429.28
8277,2010-09-21,443.02,396.14,427.86
8278,2010-09-22,449.44,393.53,434.06
8279,2010-09-23,448.49,395.0,433.14
8280,2010-09-24,450.66,392.71,432.93
8281,2010-09-27,450.66,392.87,430.29
8282,2010-09-28,449.62,389.77,428.6
8283,2010-09-29,454.31,392.3,431.47
8284,2010-09-30,454.13,390.63,430.63
8285,2010-10-01,457.35,390.69,429.95
8286,2010-10-04,456.39,391.73,425.97
8287,2010-10-05,462.3,392.27,434.68
8288,2010-10-06,467.86,395.56,435.0
8289,2010-10-07,467.34,393.67,433.14
8290,2010-10-08,466.12,392.87,434.26
8291,2010-10-11,469.6,396.9,436.11
8292,2010-10-12,468.55,397.72,440.91
8293,2010-10-13,474.46,399.1,442.09
8294,2010-10-14,477.15,397.83,440.83
8295,2010-10-15,475.16,398.23,439.16
8296,2010-10-18,475.07,399.42,442.14
8297,2010-10-19,465.25,396.21,437.24
8298,2010-10-20,465.25,391.13,436.02
8299,2010-10-21,466.82,391.5,438.5
8300,2010-10-22,459.52,387.53,429.23
8301,2010-10-25,464.73,390.41,431.38
8302,2010-10-26,461.95,391.15,429.01
8303,2010-10-27,460.22,392.21,432.0
8304,2010-10-28,463.34,391.43,433.02
8305,2010-10-29,467.95,395.36,437.89
8306,2010-11-01,470.64,397.95,437.04
8307,2010-11-02,469.42,393.03,434.7
8308,2010-11-03,467.51,391.75,431.65
8309,2010-11-04,479.85,396.14,441.98
8310,2010-11-05,484.89,405.79,446.48
8311,2010-11-08,482.45,407.57,446.63
8312,2010-11-09,493.75,416.75,457.14
8313,2010-11-10,483.15,414.18,446.08
8314,2010-11-11,485.93,417.44,447.62
8315,2010-11-12,482.45,413.46,452.5
8316,2010-11-15,475.5,410.73,447.57
8317,2010-11-16,468.73,406.1,440.27
8318,2010-11-17,464.73,403.01,442.34
8319,2010-11-18,469.16,405.04,442.77
8320,2010-11-19,466.47,400.96,439.76
8321,2010-11-22,471.33,406.71,441.25
8322,2010-11-23,478.63,418.4,452.72
8323,2010-11-24,476.89,418.14,453.02
8324,2010-11-25,477.15,419.01,451.42
8325,2010-11-26,470.81,418.35,453.96
8326,2010-11-29,471.51,423.05,451.86
8327,2010-11-30,480.72,433.65,463.49
8328,2010-12-01,481.41,432.76,460.97
8329,2010-12-02,482.63,430.35,461.07
8330,2010-12-03,487.67,427.92,461.73
8331,2010-12-06,491.75,434.62,463.39
8332,2010-12-07,493.4,434.18,464.2
8333,2010-12-08,481.41,427.8,458.75
8334,2010-12-09,483.41,430.8,458.04
8335,2010-12-10,477.85,424.43,454.48
8336,2010-12-13,486.1,426.39,463.26
8337,2010-12-14,484.54,425.15,459.5
8338,2010-12-15,482.54,425.12,463.46
8339,2010-12-16,473.59,421.49,454.04
8340,2010-12-17,475.5,424.63,455.81
8341,2010-12-20,479.5,429.81,458.74
8342,2010-12-21,480.54,429.67,461.66
8343,2010-12-22,481.93,432.11,462.51
8344,2010-12-23,477.24,428.85,455.97
8345,2010-12-24,477.24,427.17,456.78
8346,2010-12-27,477.24,426.16,456.05
8347,2010-12-28,477.24,426.76,455.61
8348,2010-12-29,490.79,438.73,467.88
8349,2010-12-30,488.36,431.77,460.91
8350,2010-12-31,488.36,427.48,460.91
8351,2011-01-03,488.36,429.19,457.45
8352,2011-01-04,482.45,425.41,449.79
8353,2011-01-05,475.33,424.65,445.05
8354,2011-01-06,475.5,428.36,442.8
8355,2011-01-07,474.98,429.63,443.3
8356,2011-01-10,475.42,431.46,444.56
8357,2011-01-11,477.41,433.49,446.71
8358,2011-01-12,479.07,430.71,445.98
8359,2011-01-13,480.02,422.73,444.75
8360,2011-01-14,474.98,417.43,440.26
8361,2011-01-17,472.72,417.76,439.33
8362,2011-01-18,475.85,417.29,441.86
8363,2011-01-19,476.72,414.89,440.19
8364,2011-01-20,467.51,409.33,436.0
8365,2011-01-21,466.82,403.54,436.32
8366,2011-01-24,466.64,400.72,435.07
8367,2011-01-25,460.04,395.11,427.83
8368,2011-01-26,461.43,395.75,428.22
8369,2011-01-27,463.69,396.54,429.74
